项目ID,请求专业类型,学校,学院,项目名称,标准项目名称,方向,项目类型,年份,录取分析标题,总成绩计算方式,分数段,拟录人数,进入复试人数,分段录取率,来源网站,更新时间
1869,MPA,东北大学,文法学院,(01)政府管理,政府管理,nan,非全日制,2025,MPA(非全),总成绩=初试总成绩+复试总成绩（专业笔试成绩+综合面试成绩）,230-239,4,4,100.0,MBA大师,2025-06-23 09:57:45
1868,MPA,辽宁工程技术大学,公共管理与法学院,(03)公共政策,公共政策,nan,非全日制,2025,MPA(非全),总成绩=初试成绩折算为百分制成绩*70%+复试成绩*30%,0-150,2,2,100.0,MBA大师,2025-06-23 09:57:37
1868,MPA,辽宁工程技术大学,公共管理与法学院,(03)公共政策,公共政策,nan,非全日制,2025,MPA(非全),总成绩=初试成绩折算为百分制成绩*70%+复试成绩*30%,160-169,13,14,92.86,MBA大师,2025-06-23 09:57:39
1868,MPA,辽宁工程技术大学,公共管理与法学院,(03)公共政策,公共政策,nan,非全日制,2025,MPA(非全),总成绩=初试成绩折算为百分制成绩*70%+复试成绩*30%,170-179,10,10,100.0,MBA大师,2025-06-23 09:57:41
1868,MPA,辽宁工程技术大学,公共管理与法学院,(03)公共政策,公共政策,nan,非全日制,2025,MPA(非全),总成绩=初试成绩折算为百分制成绩*70%+复试成绩*30%,180-189,11,11,100.0,MBA大师,2025-06-23 09:57:41
1868,MPA,辽宁工程技术大学,公共管理与法学院,(03)公共政策,公共政策,nan,非全日制,2025,MPA(非全),总成绩=初试成绩折算为百分制成绩*70%+复试成绩*30%,190-199,3,3,100.0,MBA大师,2025-06-23 09:57:42
1868,MPA,辽宁工程技术大学,公共管理与法学院,(03)公共政策,公共政策,nan,非全日制,2025,MPA(非全),总成绩=初试成绩折算为百分制成绩*70%+复试成绩*30%,200-209,7,7,100.0,MBA大师,2025-06-23 09:57:43
1868,MPA,辽宁工程技术大学,公共管理与法学院,(03)公共政策,公共政策,nan,非全日制,2025,MPA(非全),总成绩=初试成绩折算为百分制成绩*70%+复试成绩*30%,210-219,2,2,100.0,MBA大师,2025-06-23 09:57:43
457,MPA,大连海事大学,公共管理与人文艺术学院,(52)交通行政管理,交通行政管理,nan,非全日制,2025,MPA(非全),总成绩=初试成绩+复试成绩,0-150,1,1,100.0,MBA大师,2025-06-23 09:57:37
457,MPA,大连海事大学,公共管理与人文艺术学院,(52)交通行政管理,交通行政管理,nan,非全日制,2025,MPA(非全),总成绩=初试成绩+复试成绩,160-169,5,25,20.0,MBA大师,2025-06-23 09:57:40
457,MPA,大连海事大学,公共管理与人文艺术学院,(52)交通行政管理,交通行政管理,nan,非全日制,2025,MPA(非全),总成绩=初试成绩+复试成绩,170-179,53,57,92.98,MBA大师,2025-06-23 09:57:41
457,MPA,大连海事大学,公共管理与人文艺术学院,(52)交通行政管理,交通行政管理,nan,非全日制,2025,MPA(非全),总成绩=初试成绩+复试成绩,180-189,26,28,92.86,MBA大师,2025-06-23 09:57:42
457,MPA,大连海事大学,公共管理与人文艺术学院,(52)交通行政管理,交通行政管理,nan,非全日制,2025,MPA(非全),总成绩=初试成绩+复试成绩,190-199,32,35,91.43,MBA大师,2025-06-23 09:57:42
457,MPA,大连海事大学,公共管理与人文艺术学院,(52)交通行政管理,交通行政管理,nan,非全日制,2025,MPA(非全),总成绩=初试成绩+复试成绩,200-209,22,22,100.0,MBA大师,2025-06-23 09:57:43
457,MPA,大连海事大学,公共管理与人文艺术学院,(52)交通行政管理,交通行政管理,nan,非全日制,2025,MPA(非全),总成绩=初试成绩+复试成绩,210-219,8,8,100.0,MBA大师,2025-06-23 09:57:43
457,MPA,大连海事大学,公共管理与人文艺术学院,(52)交通行政管理,交通行政管理,nan,非全日制,2025,MPA(非全),总成绩=初试成绩+复试成绩,220-229,6,6,100.0,MBA大师,2025-06-23 09:57:44
457,MPA,大连海事大学,公共管理与人文艺术学院,(52)交通行政管理,交通行政管理,nan,非全日制,2025,MPA(非全),总成绩=初试成绩+复试成绩,230-239,3,3,100.0,MBA大师,2025-06-23 09:57:45
457,MPA,大连海事大学,公共管理与人文艺术学院,(52)交通行政管理,交通行政管理,nan,非全日制,2025,MPA(非全),总成绩=初试成绩+复试成绩,240以上,1,1,100.0,MBA大师,2025-06-23 09:57:45
157413,MPA,沈阳农业大学,土地与环境学院,(01)公共管理,公共管理,nan,全日制,2025,MPA(全),总成绩=初试成绩÷3×70%+复试成绩÷2×30%。,160-169,2,1,200.0,MBA大师,2026-01-13 17:35:39
157413,MPA,沈阳农业大学,土地与环境学院,(01)公共管理,公共管理,nan,全日制,2025,MPA(全),总成绩=初试成绩÷3×70%+复试成绩÷2×30%。,170-179,1,2,50.0,MBA大师,2026-01-13 17:35:39
157413,MPA,沈阳农业大学,土地与环境学院,(01)公共管理,公共管理,nan,全日制,2025,MPA(全),总成绩=初试成绩÷3×70%+复试成绩÷2×30%。,180-189,1,1,100.0,MBA大师,2026-01-13 17:35:39
157413,MPA,沈阳农业大学,土地与环境学院,(01)公共管理,公共管理,nan,全日制,2025,MPA(全),总成绩=初试成绩÷3×70%+复试成绩÷2×30%。,190-199,1,0,0.0,MBA大师,2026-01-13 17:35:39
157413,MPA,沈阳农业大学,土地与环境学院,(02)公共管理（非）,公共管理（非）,nan,非全日制,2025,MPA(非全),总成绩=初试成绩÷3×70%+复试成绩÷2×30%。,160-169,1,1,100.0,MBA大师,2025-06-23 09:57:40
157413,MPA,沈阳农业大学,土地与环境学院,(02)公共管理（非）,公共管理（非）,nan,非全日制,2025,MPA(非全),总成绩=初试成绩÷3×70%+复试成绩÷2×30%。,170-179,2,0,0.0,MBA大师,2025-06-23 09:57:41
157413,MPA,沈阳农业大学,土地与环境学院,(02)公共管理（非）,公共管理（非）,nan,非全日制,2025,MPA(非全),总成绩=初试成绩÷3×70%+复试成绩÷2×30%。,180-189,1,1,100.0,MBA大师,2025-06-23 09:57:42
459,MPA,东北财经大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),一志愿考生总成绩=初试成绩（初试总分折成百分制）×70%+复试成绩×30%,0-150,0,1,0.0,MBA大师,2025-06-23 09:57:38
459,MPA,东北财经大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),一志愿考生总成绩=初试成绩（初试总分折成百分制）×70%+复试成绩×30%,160-169,10,11,90.91,MBA大师,2025-06-23 09:57:41
459,MPA,东北财经大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),一志愿考生总成绩=初试成绩（初试总分折成百分制）×70%+复试成绩×30%,170-179,14,15,93.33,MBA大师,2025-06-23 09:57:41
459,MPA,东北财经大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),一志愿考生总成绩=初试成绩（初试总分折成百分制）×70%+复试成绩×30%,180-189,16,16,100.0,MBA大师,2025-06-23 09:57:42
459,MPA,东北财经大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),一志愿考生总成绩=初试成绩（初试总分折成百分制）×70%+复试成绩×30%,190-199,8,8,100.0,MBA大师,2025-06-23 09:57:42
459,MPA,东北财经大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),一志愿考生总成绩=初试成绩（初试总分折成百分制）×70%+复试成绩×30%,200-209,6,7,85.71,MBA大师,2025-06-23 09:57:43
459,MPA,东北财经大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),一志愿考生总成绩=初试成绩（初试总分折成百分制）×70%+复试成绩×30%,210-219,8,8,100.0,MBA大师,2025-06-23 09:57:44
459,MPA,东北财经大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),一志愿考生总成绩=初试成绩（初试总分折成百分制）×70%+复试成绩×30%,220-229,5,5,100.0,MBA大师,2025-06-23 09:57:44
459,MPA,东北财经大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),一志愿考生总成绩=初试成绩（初试总分折成百分制）×70%+复试成绩×30%,230-239,1,1,100.0,MBA大师,2025-06-23 09:57:45
1870,MPA,辽宁师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=(初试总成绩÷3)*0.7+(复试成绩÷1.5)*0.3,151-159,1,1,100.0,MBA大师,2025-06-23 09:57:38
1870,MPA,辽宁师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=(初试总成绩÷3)*0.7+(复试成绩÷1.5)*0.3,160-169,12,12,100.0,MBA大师,2025-06-23 09:57:40
1870,MPA,辽宁师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=(初试总成绩÷3)*0.7+(复试成绩÷1.5)*0.3,170-179,19,21,90.48,MBA大师,2025-06-23 09:57:41
1870,MPA,辽宁师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=(初试总成绩÷3)*0.7+(复试成绩÷1.5)*0.3,180-189,8,9,88.89,MBA大师,2025-06-23 09:57:42
1870,MPA,辽宁师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=(初试总成绩÷3)*0.7+(复试成绩÷1.5)*0.3,190-199,9,11,81.82,MBA大师,2025-06-23 09:57:42
1870,MPA,辽宁师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=(初试总成绩÷3)*0.7+(复试成绩÷1.5)*0.3,200-209,7,7,100.0,MBA大师,2025-06-23 09:57:43
1870,MPA,辽宁师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=(初试总成绩÷3)*0.7+(复试成绩÷1.5)*0.3,210-219,3,3,100.0,MBA大师,2025-06-23 09:57:44
1870,MPA,辽宁师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=(初试总成绩÷3)*0.7+(复试成绩÷1.5)*0.3,240以上,1,1,100.0,MBA大师,2025-06-23 09:57:45
1942,MPA,沈阳师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩÷3×70%+复试成绩×30%,160-169,10,7,142.86,MBA大师,2025-06-23 09:57:40
1942,MPA,沈阳师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩÷3×70%+复试成绩×30%,170-179,16,12,133.33,MBA大师,2025-06-23 09:57:41
1942,MPA,沈阳师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩÷3×70%+复试成绩×30%,180-189,7,7,100.0,MBA大师,2025-06-23 09:57:42
1942,MPA,沈阳师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩÷3×70%+复试成绩×30%,190-199,6,5,120.0,MBA大师,2025-06-23 09:57:42
1942,MPA,沈阳师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩÷3×70%+复试成绩×30%,200-209,2,2,100.0,MBA大师,2025-06-23 09:57:43
1942,MPA,沈阳师范大学,管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩÷3×70%+复试成绩×30%,220-229,1,1,100.0,MBA大师,2025-06-23 09:57:44
1943,MPA,中国刑事警察学院,公安基础教研部,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MPA(全),总成绩=（初试成绩×100÷300）×70%＋（复试总成绩×100÷220）×30%,0-150,1,1,100.0,MBA大师,2025-06-23 09:57:37
1943,MPA,中国刑事警察学院,公安基础教研部,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MPA(全),总成绩=（初试成绩×100÷300）×70%＋（复试总成绩×100÷220）×30%,170-179,0,1,0.0,MBA大师,2025-06-23 09:57:41
1943,MPA,中国刑事警察学院,公安基础教研部,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MPA(全),总成绩=（初试成绩×100÷300）×70%＋（复试总成绩×100÷220）×30%,180-189,1,1,100.0,MBA大师,2025-06-23 09:57:41
1943,MPA,中国刑事警察学院,公安基础教研部,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MPA(全),总成绩=（初试成绩×100÷300）×70%＋（复试总成绩×100÷220）×30%,190-199,2,2,100.0,MBA大师,2025-06-23 09:57:42
1943,MPA,中国刑事警察学院,公安基础教研部,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MPA(全),总成绩=（初试成绩×100÷300）×70%＋（复试总成绩×100÷220）×30%,200-209,1,1,100.0,MBA大师,2025-06-23 09:57:43
1943,MPA,中国刑事警察学院,公安基础教研部,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MPA(全),总成绩=（初试成绩×100÷300）×70%＋（复试总成绩×100÷220）×30%,210-219,2,2,100.0,MBA大师,2025-06-23 09:57:43
157414,MPA,中国辽宁省委党校,不区分院系所,MPA,MPA,nan,非全日制,2025,MPA(非全),考生最后的录取排名成绩由初试成绩与复试成绩综合决定，其中初试成绩折算成百分制后权重60%，复试成绩权重40%。,160-169,0,1,0.0,MBA大师,2026-03-12 17:36:35
157414,MPA,中国辽宁省委党校,不区分院系所,MPA,MPA,nan,非全日制,2025,MPA(非全),考生最后的录取排名成绩由初试成绩与复试成绩综合决定，其中初试成绩折算成百分制后权重60%，复试成绩权重40%。,190-199,0,4,0.0,MBA大师,2026-03-12 17:36:35
157414,MPA,中国辽宁省委党校,不区分院系所,MPA,MPA,nan,非全日制,2025,MPA(非全),考生最后的录取排名成绩由初试成绩与复试成绩综合决定，其中初试成绩折算成百分制后权重60%，复试成绩权重40%。,200-209,0,5,0.0,MBA大师,2026-03-12 17:36:35
869,MPA,吉林大学,行政学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,0-150,2,0,100.0,MBA大师,2026-03-08 11:23:33
869,MPA,吉林大学,行政学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,170-179,35,48,68.75,MBA大师,2026-03-08 11:23:33
869,MPA,吉林大学,行政学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,180-189,47,53,88.68,MBA大师,2025-09-22 18:26:54
869,MPA,吉林大学,行政学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,190-199,31,33,96.97,MBA大师,2026-03-08 11:23:33
869,MPA,吉林大学,行政学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,200-209,32,32,100.0,MBA大师,2025-09-22 18:26:54
869,MPA,吉林大学,行政学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,210-219,12,14,85.71,MBA大师,2025-09-22 18:26:54
869,MPA,吉林大学,行政学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,220-229,3,3,100.0,MBA大师,2025-09-22 18:26:54
869,MPA,吉林大学,行政学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,230-239,1,1,100.0,MBA大师,2025-09-22 18:26:54
1941,MPA,吉林大学,吉林大学人民政协理论研究中心,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,170-179,4,4,100.0,MBA大师,2025-06-23 09:57:41
1941,MPA,吉林大学,吉林大学人民政协理论研究中心,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,180-189,3,4,75.0,MBA大师,2025-06-23 09:57:42
1941,MPA,吉林大学,吉林大学人民政协理论研究中心,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,190-199,2,2,100.0,MBA大师,2025-06-23 09:57:42
1941,MPA,吉林大学,吉林大学人民政协理论研究中心,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=（初试总成绩÷3）×60%+(复试总成绩÷3)×40%,200-209,3,3,100.0,MBA大师,2025-06-23 09:57:43
870,MPA,延边大学,人文社会科学学院,(02)公共组织与人力资源管理,公共组织与人力资源管理,nan,全日制,2025,MPA(全),总成绩=（初试总成绩÷3）×60%+（复试成绩÷2）×40%,170-179,7,13,53.85,MBA大师,2025-06-24 16:07:34
870,MPA,延边大学,人文社会科学学院,(02)公共组织与人力资源管理,公共组织与人力资源管理,nan,全日制,2025,MPA(全),总成绩=（初试总成绩÷3）×60%+（复试成绩÷2）×40%,180-189,17,20,85.0,MBA大师,2025-06-24 16:07:34
870,MPA,延边大学,人文社会科学学院,(02)公共组织与人力资源管理,公共组织与人力资源管理,nan,全日制,2025,MPA(全),总成绩=（初试总成绩÷3）×60%+（复试成绩÷2）×40%,190-199,10,10,100.0,MBA大师,2025-06-24 16:07:34
870,MPA,延边大学,人文社会科学学院,(02)公共组织与人力资源管理,公共组织与人力资源管理,nan,全日制,2025,MPA(全),总成绩=（初试总成绩÷3）×60%+（复试成绩÷2）×40%,200-209,4,4,100.0,MBA大师,2025-06-24 16:07:34
870,MPA,延边大学,人文社会科学学院,(02)公共组织与人力资源管理,公共组织与人力资源管理,nan,全日制,2025,MPA(全),总成绩=（初试总成绩÷3）×60%+（复试成绩÷2）×40%,210-219,5,5,100.0,MBA大师,2025-06-24 16:07:34
870,MPA,延边大学,人文社会科学学院,(02)公共组织与人力资源管理,公共组织与人力资源管理,nan,全日制,2025,MPA(全),总成绩=（初试总成绩÷3）×60%+（复试成绩÷2）×40%,230-239,1,1,100.0,MBA大师,2025-06-24 16:07:34
872,MPA,长春工业大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩（300分满分）÷3*70%+复试成绩*30%,151-159,0,1,0.0,MBA大师,2026-03-12 17:36:35
872,MPA,长春工业大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩（300分满分）÷3*70%+复试成绩*30%,170-179,0,25,0.0,MBA大师,2026-03-12 17:36:35
872,MPA,长春工业大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩（300分满分）÷3*70%+复试成绩*30%,180-189,0,37,0.0,MBA大师,2026-03-12 17:36:35
872,MPA,长春工业大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩（300分满分）÷3*70%+复试成绩*30%,190-199,0,18,0.0,MBA大师,2026-03-12 17:36:35
872,MPA,长春工业大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩（300分满分）÷3*70%+复试成绩*30%,200-209,0,14,0.0,MBA大师,2026-03-12 17:36:35
872,MPA,长春工业大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩（300分满分）÷3*70%+复试成绩*30%,210-219,0,10,0.0,MBA大师,2026-03-12 17:36:35
872,MPA,长春工业大学,公共管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),总成绩=初试成绩（300分满分）÷3*70%+复试成绩*30%,220-229,0,2,0.0,MBA大师,2026-03-12 17:36:35
872,MPA,长春工业大学,公共管理学院,(03)教育政策与管理,教育政策与管理,nan,全日制,2025,MPA(全),总成绩=初试成绩（300分满分）÷3*70%+复试成绩*30%,240以上,5,53,0.0,MBA大师,2026-03-08 11:23:33
871,MPA,东北师范大学,政法学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生最终成绩＝初试成绩 + 复试成绩,0-150,1,1,100.0,MBA大师,2025-06-23 09:57:37
871,MPA,东北师范大学,政法学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生最终成绩＝初试成绩 + 复试成绩,180-189,21,45,46.67,MBA大师,2025-06-23 09:57:42
871,MPA,东北师范大学,政法学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生最终成绩＝初试成绩 + 复试成绩,190-199,37,37,100.0,MBA大师,2025-06-23 09:57:42
871,MPA,东北师范大学,政法学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生最终成绩＝初试成绩 + 复试成绩,200-209,24,24,100.0,MBA大师,2025-06-23 09:57:43
871,MPA,东北师范大学,政法学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生最终成绩＝初试成绩 + 复试成绩,210-219,12,12,100.0,MBA大师,2025-06-23 09:57:43
871,MPA,东北师范大学,政法学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生最终成绩＝初试成绩 + 复试成绩,220-229,5,5,100.0,MBA大师,2025-06-23 09:57:44
871,MPA,东北师范大学,政法学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生最终成绩＝初试成绩 + 复试成绩,230-239,0,1,0.0,MBA大师,2025-06-23 09:57:45
871,MPA,东北师范大学,政法学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生最终成绩＝初试成绩 + 复试成绩,240以上,1,1,100.0,MBA大师,2025-06-23 09:57:45
864,MPA,吉林财经大学,不区分院系所,(01)地方政府治理,地方政府治理,nan,非全日制,2025,MPA(非全),总成绩=（初试成绩÷3）×70%+（复试成绩÷1）×30%。,151-159,1,1,100.0,MBA大师,2025-06-23 09:57:38
864,MPA,吉林财经大学,不区分院系所,(01)地方政府治理,地方政府治理,nan,非全日制,2025,MPA(非全),总成绩=（初试成绩÷3）×70%+（复试成绩÷1）×30%。,160-169,6,6,100.0,MBA大师,2025-06-23 09:57:40
864,MPA,吉林财经大学,不区分院系所,(01)地方政府治理,地方政府治理,nan,非全日制,2025,MPA(非全),总成绩=（初试成绩÷3）×70%+（复试成绩÷1）×30%。,170-179,7,7,100.0,MBA大师,2025-06-23 09:57:41
864,MPA,吉林财经大学,不区分院系所,(01)地方政府治理,地方政府治理,nan,非全日制,2025,MPA(非全),总成绩=（初试成绩÷3）×70%+（复试成绩÷1）×30%。,190-199,2,2,100.0,MBA大师,2025-06-23 09:57:42
864,MPA,吉林财经大学,不区分院系所,(01)地方政府治理,地方政府治理,nan,非全日制,2025,MPA(非全),总成绩=（初试成绩÷3）×70%+（复试成绩÷1）×30%。,210-219,1,1,100.0,MBA大师,2025-06-23 09:57:43
864,MPA,吉林财经大学,不区分院系所,(01)地方政府治理,地方政府治理,nan,非全日制,2025,MPA(非全),总成绩=（初试成绩÷3）×70%+（复试成绩÷1）×30%。,220-229,1,1,100.0,MBA大师,2025-06-23 09:57:44
875,MPA,北华大学,经济管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MPA(全),考生总成绩=（初试总分折算为百分制）×70%+（复试总分折算为百分制）×30%,170-179,2,2,0.0,MBA大师,2026-03-08 11:23:33
875,MPA,北华大学,经济管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MPA(全),考生总成绩=（初试总分折算为百分制）×70%+（复试总分折算为百分制）×30%,180-189,1,1,0.0,MBA大师,2026-03-08 11:23:33
875,MPA,北华大学,经济管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MPA(全),考生总成绩=（初试总分折算为百分制）×70%+（复试总分折算为百分制）×30%,190-199,1,1,0.0,MBA大师,2026-03-08 11:23:33
875,MPA,北华大学,经济管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生总成绩=（初试总分折算为百分制）×70%+（复试总分折算为百分制）×30%,160-169,4,6,0.0,MBA大师,2026-03-12 17:36:35
875,MPA,北华大学,经济管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生总成绩=（初试总分折算为百分制）×70%+（复试总分折算为百分制）×30%,170-179,7,7,0.0,MBA大师,2026-03-12 17:36:35
875,MPA,北华大学,经济管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生总成绩=（初试总分折算为百分制）×70%+（复试总分折算为百分制）×30%,180-189,3,3,0.0,MBA大师,2026-03-12 17:36:35
875,MPA,北华大学,经济管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生总成绩=（初试总分折算为百分制）×70%+（复试总分折算为百分制）×30%,190-199,1,1,0.0,MBA大师,2026-03-12 17:36:35
875,MPA,北华大学,经济管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生总成绩=（初试总分折算为百分制）×70%+（复试总分折算为百分制）×30%,200-209,3,3,0.0,MBA大师,2026-03-12 17:36:35
875,MPA,北华大学,经济管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生总成绩=（初试总分折算为百分制）×70%+（复试总分折算为百分制）×30%,210-219,2,2,0.0,MBA大师,2026-03-12 17:36:35
875,MPA,北华大学,经济管理学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,非全日制,2025,MPA(非全),考生总成绩=（初试总分折算为百分制）×70%+（复试总分折算为百分制）×30%,220-229,1,1,0.0,MBA大师,2026-03-12 17:36:35
874,MPA,长春师范大学,政法学院,(01)公共政策与治理,公共政策与治理,nan,非全日制,2025,MPA(非全),总成绩=（初试成绩总分÷3）×0.6+（复试成绩总分÷2）×0.4,0-150,0,2,0.0,MBA大师,2026-03-12 17:36:35
874,MPA,长春师范大学,政法学院,(01)公共政策与治理,公共政策与治理,nan,非全日制,2025,MPA(非全),总成绩=（初试成绩总分÷3）×0.6+（复试成绩总分÷2）×0.4,160-169,1,1,0.0,MBA大师,2026-03-12 17:36:35
874,MPA,长春师范大学,政法学院,(01)公共政策与治理,公共政策与治理,nan,非全日制,2025,MPA(非全),总成绩=（初试成绩总分÷3）×0.6+（复试成绩总分÷2）×0.4,170-179,11,1,0.0,MBA大师,2026-03-12 17:36:35
