学校,学院,专业类型,招生人数,学费,城市,性质,项目ID,详情页,大学ID,大学名称,学院专业列表,学院招生年份
宁波大学,公共管理（MPA）教育中心,MPA,非全日制:166人,2.0万-12.8万,浙江省宁波市,双一流,651,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=651,219,宁波大学,MPA,2026
浙江中医药大学,人文与管理学院,MPA,全日制:48人,4.2万,浙江省杭州市,,659,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=659,222,浙江中医药大学,MPA,2026
温州大学,法学院,MPA,非全日制:47人,5.6万,浙江省温州市,,1876,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1876,223,温州大学,MPA,2026
中共浙江省委党校,不区分院系所,MPA,非全日制:34人,6.0万,浙江省杭州市,,662,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=662,224,中共浙江省委党校,MPA,2026
浙江海洋大学,经济与管理学院,MPA,"全日制:13人,非全日制:32人",2.5万-5.4万,浙江省舟山市,,679,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=679,225,浙江海洋大学,MPA、MTA,2026
浙江农林大学,文法学院（外国语学院）,MPA,非全日制:35人,2.4万-9.0万,浙江省杭州市,,157420,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157420,226,浙江农林大学,MPA,2026
绍兴文理学院,商学院（法学院）,MPA,"全日制:18人,非全日制:20人",2.4万-7.5万,浙江省绍兴市,,664,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=664,228,绍兴文理学院,MPAcc、MPA,2026
杭州师范大学,公共管理学院,MPA,非全日制:25人,7.0万-15.0万,浙江省杭州市,,157421,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157421,485,杭州师范大学,MPA,2026
中山大学,政治与公共事务管理学院（MPA）,MPA,非全日制 :210人,4.5万-53.8万,广东省广州,"985,211,双一流",80700,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=80700,351,中山大学,MPA,2025
暨南大学,公共管理学院/应急管理学院,MPA,非全日制:300人,4.0万-32.8万,广东省广州市,"211,双一流",295,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=295,352,暨南大学,MPA,2026
汕头大学,法学院,MPA,"全日制:7人,非全日制:69人",3.6万-15.0万,广东省汕头市,,292,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=292,353,汕头大学,MPA,2026
华南理工大学,公共管理学院,MPA,非全日制:234人,6.7万-41.8万,广东省广州市,"985,211,双一流",287,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=287,354,华南理工大学,MPA,2026
华南农业大学,公共管理学院,MPA,非全日制:90人,2.4万-13.8万,广东省广州市,双一流,291,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=291,355,华南农业大学,MPA,2026
华南师范大学,政治与公共管理学院,MPA,非全日制:140人,7.0万-24.0万,"广东省广州市,广东省汕尾市","211,双一流",311,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=311,356,华南师范大学,MEM、MPA,2026
深圳大学,政府管理学院,MPA,非全日制:130人,5.6万-29.8万,广东省深圳市,,1891,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1891,357,深圳大学,MPA,2026
广东财经大学,公共管理学院,MPA,非全日制:45人,3.6万-16.8万,广东省广州市,,289,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=289,358,广东财经大学,MPA,2026
广东财经大学,研究生院佛山分院,MPA,全日制:35人,3.6万-16.8万,"佛山市,广州市",,83400,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=83400,358,广东财经大学,MPA、MBA,2026
广州大学,公共管理学院,MPA,非全日制:80人,5.6万-15.0万,广东省广州市,,1894,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1894,359,广州大学,MPA,2026
广东外语外贸大学,社会与公共管理学院,MPA,"全日制:36人,非全日制:30人",4.4万-22.8万,广州市白云区,,1890,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1890,361,广东外语外贸大学,MPA,2026
广东海洋大学,管理学院,MPA,"全日制:12人,非全日制:33人",2.7万-9.0万,广东省湛江市,,1892,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1892,362,广东海洋大学,MPA,2026
广东医科大学,人文与管理学院,MPA,非全日制:16人,6.0万-7.2万,广州市东莞市,,1895,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1895,363,广东医科大学,MPA,2026
南方医科大学,公共管理学学位评定分委员会,MPA,非全日制:32人,7.5万-8.1万,广州市白云区,,1893,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1893,364,南方医科大学,MPA,2026
中共广东省委党校,不区分院系所,MPA,非全日制:20人,7.5万,广东省广州市,,1947,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1947,365,中共广东省委党校,MPA,2026
广州医科大学,不区分院系所,MPA,全日制:10人,4.8万,广东省广州市,,157432,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157432,489,广州医科大学,MPA,2025
安徽大学,管理学院,MPA,非全日制:139人,3.3万-12.0万,安徽省合肥市,"211,双一流",342,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=342,230,安徽大学,MLIS、MPA,2026
中国科学技术大学,公共事务学院,MPA,"全日制:23人,非全日制:161人",7.8万-55.0万,安徽省合肥市,"985,211,双一流",324,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=324,231,中国科学技术大学,MPA,2026
合肥工业大学,管理学院MBAMPA中心,MPA,非全日制:100人,2.4万-15.0万,安徽省合肥市,"211,双一流",325,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=325,232,合肥工业大学,MPA、MPAcc、MEM、MBA,2026
安徽工业大学,公共管理与法学院,MPA,非全日制:60人,3.3万-6.0万,安徽省马鞍山市,,327,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=327,233,安徽工业大学,MPA,2026
安徽工程大学,人文学院,MPA,"全日制:30人,非全日制:19人",3.3万-4.5万,安徽省芜湖市,,326,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=326,234,安徽工程大学,MPA,2026
